frame,ID,X,Y,Class,Color,Position
58,10,74,195,Player,red,Defense
58,11,169,360,Player,red,Defense
58,12,168,257,Player,red,Defense
58,0,938,289,Ball,blue,Ball
59,1,1026,558,Player,red,Defense
59,2,499,568,Player,red,Defense
59,3,662,344,Player,red,Defense
59,4,1116,348,Player,red,Defense
59,5,536,274,Player,red,Defense
59,6,1082,220,Player,red,Defense
59,7,840,152,Player,red,Defense
59,8,418,147,Player,red,Defense
59,9,1206,196,Player,red,Defense
59,10,74,195,Player,red,Defense
59,11,170,360,Player,red,Defense
59,12,168,257,Player,red,Defense
59,0,938,289,Ball,blue,Ball
60,1,1024,558,Player,red,Defense
60,2,500,568,Player,red,Defense
60,3,664,343,Player,red,Defense
60,4,1116,348,Player,red,Defense
60,5,536,274,Player,red,Defense
60,6,1082,220,Player,red,Defense
60,7,840,152,Player,red,Defense
60,8,418,147,Player,red,Defense
60,9,1206,196,Player,red,Defense
60,10,74,195,Player,red,Defense
60,11,169,360,Player,red,Defense
60,12,168,257,Player,red,Defense
61,1,1024,558,Player,red,Defense
61,2,503,568,Player,red,Defense
61,3,668,343,Player,red,Defense
61,4,1116,348,Player,red,Defense
61,5,536,276,Player,red,Defense
61,6,1082,220,Player,red,Defense
61,7,840,152,Player,red,Defense
61,8,418,147,Player,red,Defense
61,9,1206,196,Player,red,Defense
61,10,74,195,Player,red,Defense
61,11,169,360,Player,red,Defense
61,12,168,257,Player,red,Defense
61,0,966,286,Ball,blue,Ball
62,1,1024,561,Player,red,Defense
62,2,506,568,Player,red,Defense
62,3,671,342,Player,red,Defense
62,4,1116,347,Player,red,Defense
62,5,536,279,Player,red,Defense
62,6,1082,220,Player,red,Defense
62,7,840,152,Player,red,Defense
62,8,418,147,Player,red,Defense
62,9,1206,196,Player,red,Defense
62,10,74,195,Player,red,Defense
62,11,169,360,Player,red,Defense
62,12,168,257,Player,red,Defense
62,0,980,287,Ball,blue,Ball
63,1,1024,563,Player,red,Defense
63,2,511,567,Player,red,Defense
63,3,681,338,Player,red,Defense
63,4,1116,348,Player,red,Defense
63,5,536,281,Player,red,Defense
63,6,1082,220,Player,red,Defense
63,7,840,152,Player,red,Defense
63,8,418,147,Player,red,Defense
63,9,1206,196,Player,red,Defense
63,10,73,195,Player,red,Defense
63,11,169,360,Player,red,Defense
63,12,168,257,Player,red,Defense
64,1,1028,564,Player,red,Defense
64,2,514,567,Player,red,Defense
64,3,687,339,Player,red,Defense
64,4,1116,348,Player,red,Defense
64,5,537,282,Player,red,Defense
64,6,1082,219,Player,red,Defense
64,7,840,152,Player,red,Defense
64,8,418,147,Player,red,Defense
64,9,1206,196,Player,red,Defense
64,10,73,195,Player,red,Defense
64,11,169,360,Player,red,Defense
64,12,168,257,Player,red,Defense
65,1,1029,565,Player,red,Defense
65,2,516,567,Player,red,Defense
65,3,689,340,Player,red,Defense
65,4,1116,348,Player,red,Defense
65,5,538,282,Player,red,Defense
65,6,1082,219,Player,red,Defense
65,7,840,152,Player,red,Defense
65,8,418,147,Player,red,Defense
65,9,1206,196,Player,red,Defense
65,10,73,195,Player,red,Defense
65,11,168,360,Player,red,Defense
65,12,168,257,Player,red,Defense
66,1,1034,564,Player,red,Defense
66,2,516,567,Player,red,Defense
66,3,692,340,Player,red,Defense
66,4,1116,347,Player,red,Defense
66,5,537,282,Player,red,Defense
66,6,1082,219,Player,red,Defense
